phase,check,status,value,threshold,direction,margin_to_threshold,artifact,note
B,ml_precision_delta_vs_sde,PASS,0.22189065407184783,0.0,gte,0.22189065407184783,data_lake/reports/no_source_year_percent_race_team_v1_strict/significance_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,positive precision delta required
B,two_proportion_pvalue,PASS,1.0997086352659837e-08,0.05,lte,0.04999998900291365,data_lake/reports/no_source_year_percent_race_team_v1_strict/significance_tests_2022_2025_no_source_year_percent_race_team_v1_strict.csv,z=5.714587
C,reference_threshold_precision_vs_sde_floor,PASS,0.8714488636363636,0.734313725490196,gte,0.13713513814616762,data_lake/reports/no_source_year_percent_race_team_v1_strict/threshold_frontier_2022_2025_no_source_year_percent_race_team_v1_strict.csv,threshold=0.1000
C,lookahead_no_match_dominance_rate,PASS,0.9634942725618242,0.9,gte,0.06349427256182416,data_lake/reports/no_source_year_percent_race_team_v1_strict/threshold_frontier_2022_2025_no_source_year_percent_race_team_v1_strict.csv,higher values indicate horizon-lag dominates exclusions
D,constrained_precision_min,PASS,0.8673469387755102,0.6,gte,0.2673469387755102,data_lake/reports/no_source_year_percent_race_team_v1_strict/calibration_policy_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,policy precision gate
D,precision_floor_reachability_ratio,PASS,0.9029484029484028,0.9,gte,0.0029484029484028174,data_lake/reports/no_source_year_percent_race_team_v1_strict/calibration_policy_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,fraction of candidate thresholds reaching floor
D,fallback_rate_max,PASS,0.0,0.1,lte,0.1,data_lake/reports/no_source_year_percent_race_team_v1_strict/calibration_policy_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,fallbacks should remain bounded
F,feature_parity_overall_gate,PASS,1.0,1.0,gte,0.0,data_lake/reports/no_source_year_percent_race_team_v1_strict/feature_parity_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,"schema, PIT, and parity checks"
F,offline_live_parity_score,PASS,1.0,0.95,gte,0.050000000000000044,data_lake/reports/no_source_year_percent_race_team_v1_strict/feature_parity_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,sampled parity gate
G,latency_p95_total_ms,PASS,5.449024499830552,500.0,lte,494.55097550016944,data_lake/reports/no_source_year_percent_race_team_v1_strict/live_latency_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,hold_if<800.0
G,availability_pct,PASS,100.0,99.0,gte,1.0,data_lake/reports/no_source_year_percent_race_team_v1_strict/live_latency_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,hold_if>=95.0
G,failed_events_count,PASS,0.0,0.0,lte,0.0,data_lake/reports/no_source_year_percent_race_team_v1_strict/live_availability_summary_2022_2025_no_source_year_percent_race_team_v1_strict.csv,observed replay failures
