phase,check,status,value,threshold,direction,margin_to_threshold,artifact,note
B,ml_precision_delta_vs_sde,PASS,0.15623353819139607,0.0,gte,0.15623353819139607,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/significance_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,positive precision delta required
B,two_proportion_pvalue,PASS,1.6737278230039007e-10,0.05,lte,0.04999999983262722,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/significance_tests_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,z=6.388635
C,reference_threshold_precision_vs_sde_floor,PASS,0.8776290630975143,0.734313725490196,gte,0.1433153376073183,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/threshold_frontier_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,threshold=0.1000
C,lookahead_no_match_dominance_rate,PASS,0.9670555936856554,0.9,gte,0.06705559368565539,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/threshold_frontier_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,higher values indicate horizon-lag dominates exclusions
D,constrained_precision_min,FAIL,0.1629464285714285,0.6,gte,-0.4370535714285715,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/calibration_policy_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,policy precision gate
D,precision_floor_reachability_ratio,FAIL,0.7921318447634237,0.9,gte,-0.10786815523657634,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/calibration_policy_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,fraction of candidate thresholds reaching floor
D,fallback_rate_max,PASS,0.0526315789473684,0.1,lte,0.04736842105263161,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/calibration_policy_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,fallbacks should remain bounded
F,feature_parity_overall_gate,PASS,1.0,1.0,gte,0.0,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/feature_parity_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,"schema, PIT, and parity checks"
F,offline_live_parity_score,PASS,1.0,0.95,gte,0.050000000000000044,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/feature_parity_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,sampled parity gate
G,latency_p95_total_ms,PASS,17.28125000026921,500.0,lte,482.7187499997308,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/live_latency_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,hold_if<800.0
G,availability_pct,PASS,100.0,99.0,gte,1.0,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/live_latency_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,hold_if>=95.0
G,failed_events_count,PASS,0.0,0.0,lte,0.0,data_lake/reports/no_source_year_drop_aggressive_v1_candidate/live_availability_summary_2022_2025_racewise_no_source_year_drop_aggressive_v1_candidate.csv,observed replay failures
